contact_id,first_name,last_name,email,company_name,lead_created_date,lead_source,contact_created_date,deal_id,deals_sales_rep,deal_amount,deal_stage,deal_created_date,closed_date,activity_id,activities_sales_rep,activity_type,contact_time,response_time,lead_response_time_hours,conversion_rate,clv
912,Michael,Petersen,calhounscott@shelton.com,"Vargas, Hodge and Williams",2024-09-05,Cold Call,2024-09-05,8159,Pamela Wood,16778,Negotiation,2025-09-28,2025-10-30,5845.0,Wyatt Smith,Email,2025-01-28 05:27:07,2025-10-31 17:36:44,6636.160277777778,0.0,0.0
914,Steven,Reeves,colepatty@johnson.biz,"Keller, Carr and Delacruz",2024-04-07,Cold Call,2024-04-07,6618,Linda Hunter,24383,Closed Won,2025-05-14,2025-10-30,6320.0,Jennifer Reyes,Demo,2025-08-12 20:07:01,2025-10-31 17:40:51,1917.5638888888889,1.0,49502.0
914,Steven,Reeves,colepatty@johnson.biz,"Keller, Carr and Delacruz",2024-04-07,Cold Call,2024-04-07,6900,Julie Thomas,48642,Negotiation,2024-11-23,2025-10-30,6320.0,Jennifer Reyes,Demo,2025-08-12 20:07:01,2025-10-31 17:40:51,1917.5638888888889,0.0,0.0
914,Steven,Reeves,colepatty@johnson.biz,"Keller, Carr and Delacruz",2024-04-07,Cold Call,2024-04-07,8902,Charles Jones,25119,Closed Won,2025-02-13,2025-10-30,6320.0,Jennifer Reyes,Demo,2025-08-12 20:07:01,2025-10-31 17:40:51,1917.5638888888889,1.0,49502.0
914,Steven,Reeves,colepatty@johnson.biz,"Keller, Carr and Delacruz",2024-04-07,Cold Call,2024-04-07,9372,Brian Smith,6546,Qualified,2025-03-29,2025-10-30,6320.0,Jennifer Reyes,Demo,2025-08-12 20:07:01,2025-10-31 17:40:51,1917.5638888888889,0.0,0.0
915,Kenneth,Miles,kathleensmith@hotmail.com,Pittman Group,2025-06-15,Email Campaign,2025-06-15,1562,Edward Donovan,5404,Proposal,2024-12-22,2025-10-30,1689.0,Adriana Wu,Call,2025-02-25 08:29:25,2025-10-31 17:39:02,5961.160277777778,0.0,0.0
915,Kenneth,Miles,kathleensmith@hotmail.com,Pittman Group,2025-06-15,Email Campaign,2025-06-15,5305,Keith Miller,20542,Negotiation,2025-07-15,2025-10-30,1689.0,Adriana Wu,Call,2025-02-25 08:29:25,2025-10-31 17:39:02,5961.160277777778,0.0,0.0
916,Thomas,Holt,mirandamorris@yahoo.com,Rosales-Wallace,2025-07-21,Referral,2025-07-21,3497,Rhonda Caldwell,3355,Closed Lost,2025-02-27,2025-10-30,351.0,Elizabeth Meyers,Meeting,2025-05-12 03:17:52,2025-10-31 17:41:48,4142.398888888889,0.0,0.0
916,Thomas,Holt,mirandamorris@yahoo.com,Rosales-Wallace,2025-07-21,Referral,2025-07-21,3497,Rhonda Caldwell,3355,Closed Lost,2025-02-27,2025-10-30,5897.0,Michele Mills,Call,2025-04-13 12:24:17,2025-10-31 17:41:45,4829.291111111111,0.0,0.0
916,Thomas,Holt,mirandamorris@yahoo.com,Rosales-Wallace,2025-07-21,Referral,2025-07-21,5186,Lindsay Ellis,31184,Qualified,2025-01-12,2025-10-30,351.0,Elizabeth Meyers,Meeting,2025-05-12 03:17:52,2025-10-31 17:41:48,4142.398888888889,0.0,0.0
916,Thomas,Holt,mirandamorris@yahoo.com,Rosales-Wallace,2025-07-21,Referral,2025-07-21,5186,Lindsay Ellis,31184,Qualified,2025-01-12,2025-10-30,5897.0,Michele Mills,Call,2025-04-13 12:24:17,2025-10-31 17:41:45,4829.291111111111,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,1156,Russell Wilson,33902,Negotiation,2025-02-19,2025-10-30,2953.0,Sergio Owens,Demo,2025-06-02 15:00:12,2025-10-31 17:37:10,3626.616111111111,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,1156,Russell Wilson,33902,Negotiation,2025-02-19,2025-10-30,5441.0,Brittany Nelson,Demo,2025-10-19 18:07:02,2025-10-31 17:40:16,287.5538888888889,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,3940,Todd Booth,49014,Closed Lost,2024-11-26,2025-10-30,2953.0,Sergio Owens,Demo,2025-06-02 15:00:12,2025-10-31 17:37:10,3626.616111111111,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,3940,Todd Booth,49014,Closed Lost,2024-11-26,2025-10-30,5441.0,Brittany Nelson,Demo,2025-10-19 18:07:02,2025-10-31 17:40:16,287.5538888888889,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,9343,Shannon Galvan,3470,Proposal,2025-02-04,2025-10-30,2953.0,Sergio Owens,Demo,2025-06-02 15:00:12,2025-10-31 17:37:10,3626.616111111111,0.0,0.0
920,Shawn,Williams,teresawillis@edwards-chandler.com,Mcneil-Torres,2025-05-10,Website,2025-05-10,9343,Shannon Galvan,3470,Proposal,2025-02-04,2025-10-30,5441.0,Brittany Nelson,Demo,2025-10-19 18:07:02,2025-10-31 17:40:16,287.5538888888889,0.0,0.0
921,Philip,Harmon,ureese@hotmail.com,Deleon-Jones,2024-03-11,Cold Call,2024-03-11,118,Jason Cabrera,42261,Prospecting,2024-12-24,2025-10-30,3393.0,Maurice Farmer,Meeting,2025-05-15 04:25:15,2025-10-31 17:41:09,4069.265,0.0,0.0
921,Philip,Harmon,ureese@hotmail.com,Deleon-Jones,2024-03-11,Cold Call,2024-03-11,648,Stephanie Travis,3173,Proposal,2025-03-27,2025-10-30,3393.0,Maurice Farmer,Meeting,2025-05-15 04:25:15,2025-10-31 17:41:09,4069.265,0.0,0.0
921,Philip,Harmon,ureese@hotmail.com,Deleon-Jones,2024-03-11,Cold Call,2024-03-11,7493,Misty Anderson,14713,Prospecting,2025-07-21,2025-10-30,3393.0,Maurice Farmer,Meeting,2025-05-15 04:25:15,2025-10-31 17:41:09,4069.265,0.0,0.0
921,Philip,Harmon,ureese@hotmail.com,Deleon-Jones,2024-03-11,Cold Call,2024-03-11,9985,Ms. Lisa Carr,14857,Closed Lost,2025-07-02,2025-10-30,3393.0,Maurice Farmer,Meeting,2025-05-15 04:25:15,2025-10-31 17:41:09,4069.265,0.0,0.0
923,Christopher,Hall,samanthathompson@pollard-carter.info,Turner-Clark,2024-09-17,Cold Call,2024-09-17,891,Mary Cunningham,8709,Proposal,2025-01-25,2025-10-30,,,,,,,0.0,0.0
923,Christopher,Hall,samanthathompson@pollard-carter.info,Turner-Clark,2024-09-17,Cold Call,2024-09-17,1541,Thomas Leblanc,44059,Closed Lost,2025-07-20,2025-10-30,,,,,,,0.0,0.0
923,Christopher,Hall,samanthathompson@pollard-carter.info,Turner-Clark,2024-09-17,Cold Call,2024-09-17,2655,Randy Bullock,49213,Proposal,2025-05-11,2025-10-30,,,,,,,0.0,0.0
923,Christopher,Hall,samanthathompson@pollard-carter.info,Turner-Clark,2024-09-17,Cold Call,2024-09-17,5274,William Perry,17313,Proposal,2025-06-30,2025-10-30,,,,,,,0.0,0.0
923,Christopher,Hall,samanthathompson@pollard-carter.info,Turner-Clark,2024-09-17,Cold Call,2024-09-17,9606,Lisa White,18664,Qualified,2025-07-27,2025-10-30,,,,,,,0.0,0.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,747,Julie Cox,21438,Prospecting,2024-11-25,2025-10-30,4292.0,Patrick Byrd,Demo,2025-02-22 13:42:22,2025-10-31 17:38:28,6027.935,0.0,0.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,747,Julie Cox,21438,Prospecting,2024-11-25,2025-10-30,5030.0,Nicholas Rosario,Email,2025-08-11 12:37:47,2025-10-31 17:37:02,1948.9875,0.0,0.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,757,Stephen Lyons,29758,Closed Won,2024-11-19,2025-10-30,4292.0,Patrick Byrd,Demo,2025-02-22 13:42:22,2025-10-31 17:38:28,6027.935,1.0,59516.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,757,Stephen Lyons,29758,Closed Won,2024-11-19,2025-10-30,5030.0,Nicholas Rosario,Email,2025-08-11 12:37:47,2025-10-31 17:37:02,1948.9875,1.0,59516.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,6764,Terry Melendez,29407,Negotiation,2025-09-22,2025-10-30,4292.0,Patrick Byrd,Demo,2025-02-22 13:42:22,2025-10-31 17:38:28,6027.935,0.0,0.0
924,Ryan,Burke,ylewis@turner-zavala.com,"Wheeler, Hernandez and Hicks",2025-07-29,Email Campaign,2025-07-29,6764,Terry Melendez,29407,Negotiation,2025-09-22,2025-10-30,5030.0,Nicholas Rosario,Email,2025-08-11 12:37:47,2025-10-31 17:37:02,1948.9875,0.0,0.0
925,Joseph,Smith,edwin61@mercado.info,"Callahan, Stafford and Thompson",2025-03-12,Email Campaign,2025-03-12,3405,Lori Brooks,49439,Closed Won,2025-05-21,2025-10-30,5918.0,Natalie Morris,Email,2025-06-30 02:48:21,2025-10-31 17:38:30,2966.8358333333335,1.0,49439.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,2304,Benjamin Hubbard,33730,Prospecting,2025-06-23,2025-10-30,180.0,Mr. Jeffrey Phillips,Demo,2025-06-01 09:34:22,2025-10-31 17:37:46,3656.056666666667,0.0,0.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,2304,Benjamin Hubbard,33730,Prospecting,2025-06-23,2025-10-30,1691.0,Michael Mcgee,Meeting,2025-06-05 17:36:47,2025-10-31 17:36:31,3551.9955555555557,0.0,0.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,2304,Benjamin Hubbard,33730,Prospecting,2025-06-23,2025-10-30,2880.0,Patricia Brown,Call,2025-10-13 20:27:26,2025-10-31 17:40:56,429.225,0.0,0.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,8642,Stephanie Morgan,27234,Negotiation,2024-11-17,2025-10-30,180.0,Mr. Jeffrey Phillips,Demo,2025-06-01 09:34:22,2025-10-31 17:37:46,3656.056666666667,0.0,0.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,8642,Stephanie Morgan,27234,Negotiation,2024-11-17,2025-10-30,1691.0,Michael Mcgee,Meeting,2025-06-05 17:36:47,2025-10-31 17:36:31,3551.9955555555557,0.0,0.0
926,Michael,Jones,elaine13@watkins.biz,Hill-Benitez,2023-12-08,Website,2023-12-08,8642,Stephanie Morgan,27234,Negotiation,2024-11-17,2025-10-30,2880.0,Patricia Brown,Call,2025-10-13 20:27:26,2025-10-31 17:40:56,429.225,0.0,0.0
927,Amanda,Dunn,hcalderon@gmail.com,"Fernandez, Avila and Smith",2024-05-27,Referral,2024-05-27,1765,Christopher Garza,11186,Prospecting,2025-03-02,2025-10-30,1784.0,Raymond Cole,Demo,2025-09-14 09:49:58,2025-10-31 17:36:48,1135.7805555555556,0.0,0.0
927,Amanda,Dunn,hcalderon@gmail.com,"Fernandez, Avila and Smith",2024-05-27,Referral,2024-05-27,1765,Christopher Garza,11186,Prospecting,2025-03-02,2025-10-30,5255.0,Morgan Smith,Email,2025-01-15 06:22:40,2025-10-31 17:38:12,6947.258888888889,0.0,0.0
927,Amanda,Dunn,hcalderon@gmail.com,"Fernandez, Avila and Smith",2024-05-27,Referral,2024-05-27,1765,Christopher Garza,11186,Prospecting,2025-03-02,2025-10-30,6965.0,Christopher Phillips,Email,2025-08-29 00:13:47,2025-10-31 17:40:07,1529.4388888888889,0.0,0.0
928,Tracy,Perez,mary14@love-flores.com,Moreno-Fox,2024-03-22,Email Campaign,2024-03-22,9008,Keith Thomas,40433,Closed Lost,2025-07-03,2025-10-30,5631.0,Richard Young,Email,2025-01-05 21:05:55,2025-10-31 17:37:28,7172.525833333333,0.0,0.0
929,Amanda,Campbell,yclark@jimenez.com,Flowers and Sons,2023-11-16,Cold Call,2023-11-16,1086,Kathleen Larson,49567,Prospecting,2025-04-11,2025-10-30,5184.0,Louis Gray,Call,2025-08-22 14:56:19,2025-10-31 17:37:46,1682.6908333333333,0.0,0.0
929,Amanda,Campbell,yclark@jimenez.com,Flowers and Sons,2023-11-16,Cold Call,2023-11-16,2848,Barbara Bailey,13817,Negotiation,2025-02-18,2025-10-30,5184.0,Louis Gray,Call,2025-08-22 14:56:19,2025-10-31 17:37:46,1682.6908333333333,0.0,0.0
929,Amanda,Campbell,yclark@jimenez.com,Flowers and Sons,2023-11-16,Cold Call,2023-11-16,2952,Robert Gillespie,20593,Proposal,2025-08-08,2025-10-30,5184.0,Louis Gray,Call,2025-08-22 14:56:19,2025-10-31 17:37:46,1682.6908333333333,0.0,0.0
930,James,Shaw,davischarles@hotmail.com,"Hamilton, King and Hayes",2025-05-01,Cold Call,2025-05-01,4452,Kimberly Morris,31742,Prospecting,2025-10-23,2025-10-30,4767.0,Angela Tran,Demo,2024-12-06 16:31:15,2025-10-31 17:37:22,7897.101944444445,0.0,0.0
930,James,Shaw,davischarles@hotmail.com,"Hamilton, King and Hayes",2025-05-01,Cold Call,2025-05-01,4452,Kimberly Morris,31742,Prospecting,2025-10-23,2025-10-30,5495.0,Sarah Washington,Demo,2025-06-15 05:11:57,2025-10-31 17:36:43,3324.4127777777776,0.0,0.0
931,Michael,Jordan,juliagreen@hotmail.com,"Johnson, Castillo and Reyes",2024-12-19,Email Campaign,2024-12-19,327,Ashley Day,13485,Qualified,2025-04-02,2025-10-30,3040.0,Michael Cook,Call,2025-06-15 14:20:21,2025-10-31 17:39:43,3315.322777777778,0.0,0.0
931,Michael,Jordan,juliagreen@hotmail.com,"Johnson, Castillo and Reyes",2024-12-19,Email Campaign,2024-12-19,327,Ashley Day,13485,Qualified,2025-04-02,2025-10-30,5112.0,Jamie Gonzalez,Email,2025-03-27 03:46:25,2025-10-31 17:40:09,5245.895555555556,0.0,0.0
931,Michael,Jordan,juliagreen@hotmail.com,"Johnson, Castillo and Reyes",2024-12-19,Email Campaign,2024-12-19,2919,Christopher Melendez,21151,Prospecting,2025-09-04,2025-10-30,3040.0,Michael Cook,Call,2025-06-15 14:20:21,2025-10-31 17:39:43,3315.322777777778,0.0,0.0
931,Michael,Jordan,juliagreen@hotmail.com,"Johnson, Castillo and Reyes",2024-12-19,Email Campaign,2024-12-19,2919,Christopher Melendez,21151,Prospecting,2025-09-04,2025-10-30,5112.0,Jamie Gonzalez,Email,2025-03-27 03:46:25,2025-10-31 17:40:09,5245.895555555556,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,1179,Brandon Erickson,41680,Closed Won,2025-08-31,2025-10-30,2660.0,Jonathon Smith,Demo,2025-06-11 23:29:57,2025-10-31 17:40:17,3402.1722222222224,1.0,125040.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,1179,Brandon Erickson,41680,Closed Won,2025-08-31,2025-10-30,6417.0,Terri Myers,Demo,2025-03-29 14:34:31,2025-10-31 17:39:07,5187.076666666667,1.0,125040.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,1179,Brandon Erickson,41680,Closed Won,2025-08-31,2025-10-30,6939.0,Jill Andrews,Call,2024-11-19 21:40:04,2025-10-31 17:40:48,8300.012222222222,1.0,125040.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,5414,Angela Nelson,22178,Closed Lost,2025-01-25,2025-10-30,2660.0,Jonathon Smith,Demo,2025-06-11 23:29:57,2025-10-31 17:40:17,3402.1722222222224,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,5414,Angela Nelson,22178,Closed Lost,2025-01-25,2025-10-30,6417.0,Terri Myers,Demo,2025-03-29 14:34:31,2025-10-31 17:39:07,5187.076666666667,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,5414,Angela Nelson,22178,Closed Lost,2025-01-25,2025-10-30,6939.0,Jill Andrews,Call,2024-11-19 21:40:04,2025-10-31 17:40:48,8300.012222222222,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,8281,Traci Bell,46290,Closed Lost,2024-11-27,2025-10-30,2660.0,Jonathon Smith,Demo,2025-06-11 23:29:57,2025-10-31 17:40:17,3402.1722222222224,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,8281,Traci Bell,46290,Closed Lost,2024-11-27,2025-10-30,6417.0,Terri Myers,Demo,2025-03-29 14:34:31,2025-10-31 17:39:07,5187.076666666667,0.0,0.0
933,Thomas,Collins,craig37@gmail.com,"Sullivan, Pruitt and Ramos",2025-05-23,Social Media,2025-05-23,8281,Traci Bell,46290,Closed Lost,2024-11-27,2025-10-30,6939.0,Jill Andrews,Call,2024-11-19 21:40:04,2025-10-31 17:40:48,8300.012222222222,0.0,0.0
934,Benjamin,Nolan,ethansantana@west-beck.org,Webb Inc,2025-01-19,Website,2025-01-19,5391,Alejandro Henderson,28194,Closed Lost,2025-07-05,2025-10-30,,,,,,,0.0,0.0
935,Mario,Anderson,preyes@hotmail.com,"May, Richardson and Black",2024-12-26,Cold Call,2024-12-26,515,Jessica Richards,12018,Negotiation,2024-11-09,2025-10-30,,,,,,,0.0,0.0
935,Mario,Anderson,preyes@hotmail.com,"May, Richardson and Black",2024-12-26,Cold Call,2024-12-26,953,Lonnie Robertson,43363,Closed Won,2025-04-02,2025-10-30,,,,,,,1.0,43363.0
935,Mario,Anderson,preyes@hotmail.com,"May, Richardson and Black",2024-12-26,Cold Call,2024-12-26,1991,Julia Figueroa,1181,Proposal,2025-09-07,2025-10-30,,,,,,,0.0,0.0
935,Mario,Anderson,preyes@hotmail.com,"May, Richardson and Black",2024-12-26,Cold Call,2024-12-26,4069,Denise Nelson,1203,Prospecting,2025-07-25,2025-10-30,,,,,,,0.0,0.0
935,Mario,Anderson,preyes@hotmail.com,"May, Richardson and Black",2024-12-26,Cold Call,2024-12-26,6182,Joshua Sanchez,3842,Closed Lost,2025-10-26,2025-10-30,,,,,,,0.0,0.0
936,Rachel,Hess,garyreyes@holloway.biz,Mata-Merritt,2025-04-04,Website,2025-04-04,8536,Cindy Perry,44607,Negotiation,2025-06-08,2025-10-30,343.0,Amanda Smith,Email,2025-04-07 12:43:57,2025-10-31 17:40:39,4972.945,0.0,0.0
936,Rachel,Hess,garyreyes@holloway.biz,Mata-Merritt,2025-04-04,Website,2025-04-04,8536,Cindy Perry,44607,Negotiation,2025-06-08,2025-10-30,3904.0,David Collier,Demo,2025-08-08 04:43:35,2025-10-31 17:40:20,2028.9458333333334,0.0,0.0
936,Rachel,Hess,garyreyes@holloway.biz,Mata-Merritt,2025-04-04,Website,2025-04-04,8950,Tiffany Atkins,3089,Closed Won,2025-09-22,2025-10-30,343.0,Amanda Smith,Email,2025-04-07 12:43:57,2025-10-31 17:40:39,4972.945,1.0,6178.0
936,Rachel,Hess,garyreyes@holloway.biz,Mata-Merritt,2025-04-04,Website,2025-04-04,8950,Tiffany Atkins,3089,Closed Won,2025-09-22,2025-10-30,3904.0,David Collier,Demo,2025-08-08 04:43:35,2025-10-31 17:40:20,2028.9458333333334,1.0,6178.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,290,John Carter,17310,Qualified,2024-12-17,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,0.0,0.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,312,Steven Fritz,27437,Closed Won,2025-02-08,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,1.0,51127.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,1247,Michele Conley,23690,Closed Won,2025-02-24,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,1.0,51127.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,4350,Tony Thompson,29748,Closed Lost,2025-01-07,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,0.0,0.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,5017,Andrea Cooper,41750,Prospecting,2025-08-11,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,0.0,0.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,5747,Denise Porter,13161,Qualified,2025-03-20,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,0.0,0.0
937,Tyler,Owens,taylormichelle@terrell.com,Haynes and Sons,2024-12-02,Email Campaign,2024-12-02,6633,Sally Brown,5402,Negotiation,2024-12-16,2025-10-30,5208.0,Maria Johnson,Meeting,2025-04-27 07:44:33,2025-10-31 17:36:49,4497.8711111111115,0.0,0.0
938,Charles,Chavez,caseynichols@yahoo.com,Hawkins and Sons,2024-08-27,Email Campaign,2024-08-27,246,Matthew Hart,27423,Proposal,2025-10-03,2025-10-30,,,,,,,0.0,0.0
938,Charles,Chavez,caseynichols@yahoo.com,Hawkins and Sons,2024-08-27,Email Campaign,2024-08-27,1854,Jeffrey Bright,28226,Prospecting,2025-06-03,2025-10-30,,,,,,,0.0,0.0
938,Charles,Chavez,caseynichols@yahoo.com,Hawkins and Sons,2024-08-27,Email Campaign,2024-08-27,2735,William Ellis,11927,Closed Lost,2025-09-29,2025-10-30,,,,,,,0.0,0.0
938,Charles,Chavez,caseynichols@yahoo.com,Hawkins and Sons,2024-08-27,Email Campaign,2024-08-27,7277,Jonathan Arias,46297,Closed Lost,2025-08-07,2025-10-30,,,,,,,0.0,0.0
939,David,Fox,greensarah@adams.com,Brennan-Watson,2025-02-01,Email Campaign,2025-02-01,3853,Joseph Mullen,3025,Proposal,2025-01-12,2025-10-30,2946.0,Amy Fletcher,Email,2025-10-21 20:31:04,2025-10-31 17:41:10,237.16833333333332,0.0,0.0
939,David,Fox,greensarah@adams.com,Brennan-Watson,2025-02-01,Email Campaign,2025-02-01,9768,Ronald Hernandez,6384,Proposal,2025-08-19,2025-10-30,2946.0,Amy Fletcher,Email,2025-10-21 20:31:04,2025-10-31 17:41:10,237.16833333333332,0.0,0.0
940,Christina,Garrett,kennethreyes@jordan.info,Thompson-Miller,2025-09-28,Website,2025-09-28,7416,Stephanie Espinoza,21779,Closed Lost,2025-08-06,2025-10-30,,,,,,,0.0,0.0
940,Christina,Garrett,kennethreyes@jordan.info,Thompson-Miller,2025-09-28,Website,2025-09-28,9042,Mario Harris,12734,Closed Lost,2025-03-13,2025-10-30,,,,,,,0.5,0.0
942,Christopher,Stevenson,wintersbrandi@gmail.com,"Hardin, Anderson and Shaw",2025-04-01,Social Media,2025-04-01,7974,Christopher Hall,45833,Proposal,2024-11-06,2025-10-30,,,,,,,0.0,0.0
943,Rebecca,Jenkins,deborahtyler@zuniga-morgan.com,Wilkins-Robbins,2024-08-02,Website,2024-08-02,1222,Nathan Brown,36045,Negotiation,2024-11-06,2025-10-30,296.0,Isabel Mays,Demo,2025-08-22 19:54:27,2025-10-31 17:40:17,1677.763888888889,0.0,0.0
943,Rebecca,Jenkins,deborahtyler@zuniga-morgan.com,Wilkins-Robbins,2024-08-02,Website,2024-08-02,1289,Trevor Murphy,23054,Negotiation,2025-09-26,2025-10-30,296.0,Isabel Mays,Demo,2025-08-22 19:54:27,2025-10-31 17:40:17,1677.763888888889,0.0,0.0
943,Rebecca,Jenkins,deborahtyler@zuniga-morgan.com,Wilkins-Robbins,2024-08-02,Website,2024-08-02,3053,Samuel Daniel,2210,Closed Won,2025-01-16,2025-10-30,296.0,Isabel Mays,Demo,2025-08-22 19:54:27,2025-10-31 17:40:17,1677.763888888889,1.0,2210.0
944,Megan,Williamson,sheila79@monroe.biz,"Hamilton, Schneider and Phillips",2025-02-07,Social Media,2025-02-07,9541,Taylor Davis,14973,Closed Lost,2025-09-02,2025-10-30,6295.0,Christopher Daniels,Call,2025-05-27 14:24:34,2025-10-31 17:41:46,3771.286666666667,0.0,0.0
946,Matthew,Torres,larrybrennan@yahoo.com,"Horn, Smith and Pugh",2024-03-29,Cold Call,2024-03-29,7600,Margaret Wyatt,8072,Negotiation,2025-09-19,2025-10-30,,,,,,,0.0,0.0
947,Colleen,Thompson,svasquez@hotmail.com,Reeves LLC,2025-08-30,Website,2025-08-30,3967,Donna Baird,48375,Closed Won,2025-09-02,2025-10-30,1905.0,Alexander Peterson,Call,2025-09-20 12:15:45,2025-10-31 17:38:20,989.3763888888889,1.0,48375.0
947,Colleen,Thompson,svasquez@hotmail.com,Reeves LLC,2025-08-30,Website,2025-08-30,9681,Michelle Williams,19505,Closed Lost,2025-10-08,2025-10-30,1905.0,Alexander Peterson,Call,2025-09-20 12:15:45,2025-10-31 17:38:20,989.3763888888889,0.0,0.0
948,Michael,Barber,joannsmith@barr.com,Smith and Sons,2023-11-10,Referral,2023-11-10,199,Brenda West,22559,Qualified,2025-10-12,2025-10-30,,,,,,,0.0,0.0
948,Michael,Barber,joannsmith@barr.com,Smith and Sons,2023-11-10,Referral,2023-11-10,1354,Cathy Kennedy,30215,Proposal,2025-06-18,2025-10-30,,,,,,,0.0,0.0
948,Michael,Barber,joannsmith@barr.com,Smith and Sons,2023-11-10,Referral,2023-11-10,4493,Shannon Rowe,36881,Qualified,2025-02-10,2025-10-30,,,,,,,0.0,0.0
948,Michael,Barber,joannsmith@barr.com,Smith and Sons,2023-11-10,Referral,2023-11-10,6637,Cassandra Jackson,7188,Proposal,2025-04-26,2025-10-30,,,,,,,0.0,0.0
950,Mitchell,Walsh,nsnyder@yahoo.com,Sandoval-Lopez,2024-11-16,Email Campaign,2024-11-16,6356,John Hardy,48996,Closed Lost,2025-09-14,2025-10-30,3385.0,Beth Reese,Demo,2025-06-03 04:21:31,2025-10-31 17:39:34,3613.3008333333332,0.0,0.0
952,Christian,Singh,flee@davis.info,Ali-Crawford,2025-08-10,Cold Call,2025-08-10,4690,Sharon Parrish,9910,Proposal,2025-05-01,2025-10-30,,,,,,,0.0,0.0
952,Christian,Singh,flee@davis.info,Ali-Crawford,2025-08-10,Cold Call,2025-08-10,6000,Michael Coleman,41508,Closed Won,2025-07-07,2025-10-30,,,,,,,0.5,41508.0
